,dataset_id,image_path,root_path,file_name,target_id,target_name
63,train,../data/lung_colon_image_set/lung_image_sets/lung_scc/lungscc2335.jpeg,../data/lung_colon_image_set/lung_image_sets/lung_scc,lungscc2335.jpeg,2,scc
64,train,../data/lung_colon_image_set/lung_image_sets/lung_aca/lungaca4713.jpeg,../data/lung_colon_image_set/lung_image_sets/lung_aca,lungaca4713.jpeg,0,aca
65,train,../data/lung_colon_image_set/lung_image_sets/lung_n/lungn4757.jpeg,../data/lung_colon_image_set/lung_image_sets/lung_n,lungn4757.jpeg,1,n
66,train,../data/lung_colon_image_set/lung_image_sets/lung_scc/lungscc2599.jpeg,../data/lung_colon_image_set/lung_image_sets/lung_scc,lungscc2599.jpeg,2,scc
67,train,../data/lung_colon_image_set/lung_image_sets/lung_n/lungn2848.jpeg,../data/lung_colon_image_set/lung_image_sets/lung_n,lungn2848.jpeg,1,n
68,train,../data/lung_colon_image_set/lung_image_sets/lung_scc/lungscc3068.jpeg,../data/lung_colon_image_set/lung_image_sets/lung_scc,lungscc3068.jpeg,2,scc
69,train,../data/lung_colon_image_set/lung_image_sets/lung_scc/lungscc1534.jpeg,../data/lung_colon_image_set/lung_image_sets/lung_scc,lungscc1534.jpeg,2,scc
70,train,../data/lung_colon_image_set/lung_image_sets/lung_n/lungn1166.jpeg,../data/lung_colon_image_set/lung_image_sets/lung_n,lungn1166.jpeg,1,n
71,train,../data/lung_colon_image_set/lung_image_sets/lung_n/lungn3159.jpeg,../data/lung_colon_image_set/lung_image_sets/lung_n,lungn3159.jpeg,1,n
72,train,../data/lung_colon_image_set/lung_image_sets/lung_scc/lungscc925.jpeg,../data/lung_colon_image_set/lung_image_sets/lung_scc,lungscc925.jpeg,2,scc
73,train,../data/lung_colon_image_set/lung_image_sets/lung_n/lungn2963.jpeg,../data/lung_colon_image_set/lung_image_sets/lung_n,lungn2963.jpeg,1,n
74,train,../data/lung_colon_image_set/lung_image_sets/lung_aca/lungaca4098.jpeg,../data/lung_colon_image_set/lung_image_sets/lung_aca,lungaca4098.jpeg,0,aca
75,train,../data/lung_colon_image_set/lung_image_sets/lung_n/lungn1346.jpeg,../data/lung_colon_image_set/lung_image_sets/lung_n,lungn1346.jpeg,1,n
76,train,../data/lung_colon_image_set/lung_image_sets/lung_scc/lungscc2402.jpeg,../data/lung_colon_image_set/lung_image_sets/lung_scc,lungscc2402.jpeg,2,scc
77,train,../data/lung_colon_image_set/lung_image_sets/lung_aca/lungaca545.jpeg,../data/lung_colon_image_set/lung_image_sets/lung_aca,lungaca545.jpeg,0,aca
78,train,../data/lung_colon_image_set/lung_image_sets/lung_n/lungn310.jpeg,../data/lung_colon_image_set/lung_image_sets/lung_n,lungn310.jpeg,1,n
79,train,../data/lung_colon_image_set/lung_image_sets/lung_scc/lungscc4024.jpeg,../data/lung_colon_image_set/lung_image_sets/lung_scc,lungscc4024.jpeg,2,scc
80,train,../data/lung_colon_image_set/lung_image_sets/lung_aca/lungaca3048.jpeg,../data/lung_colon_image_set/lung_image_sets/lung_aca,lungaca3048.jpeg,0,aca
81,train,../data/lung_colon_image_set/lung_image_sets/lung_n/lungn2119.jpeg,../data/lung_colon_image_set/lung_image_sets/lung_n,lungn2119.jpeg,1,n
82,train,../data/lung_colon_image_set/lung_image_sets/lung_scc/lungscc3474.jpeg,../data/lung_colon_image_set/lung_image_sets/lung_scc,lungscc3474.jpeg,2,scc
83,train,../data/lung_colon_image_set/lung_image_sets/lung_aca/lungaca2852.jpeg,../data/lung_colon_image_set/lung_image_sets/lung_aca,lungaca2852.jpeg,0,aca
84,train,../data/lung_colon_image_set/lung_image_sets/lung_scc/lungscc1668.jpeg,../data/lung_colon_image_set/lung_image_sets/lung_scc,lungscc1668.jpeg,2,scc
85,train,../data/lung_colon_image_set/lung_image_sets/lung_aca/lungaca1837.jpeg,../data/lung_colon_image_set/lung_image_sets/lung_aca,lungaca1837.jpeg,0,aca
86,train,../data/lung_colon_image_set/lung_image_sets/lung_scc/lungscc2042.jpeg,../data/lung_colon_image_set/lung_image_sets/lung_scc,lungscc2042.jpeg,2,scc
87,train,../data/lung_colon_image_set/lung_image_sets/lung_aca/lungaca1697.jpeg,../data/lung_colon_image_set/lung_image_sets/lung_aca,lungaca1697.jpeg,0,aca
88,train,../data/lung_colon_image_set/lung_image_sets/lung_aca/lungaca500.jpeg,../data/lung_colon_image_set/lung_image_sets/lung_aca,lungaca500.jpeg,0,aca
89,train,../data/lung_colon_image_set/lung_image_sets/lung_n/lungn3434.jpeg,../data/lung_colon_image_set/lung_image_sets/lung_n,lungn3434.jpeg,1,n
90,train,../data/lung_colon_image_set/lung_image_sets/lung_n/lungn3629.jpeg,../data/lung_colon_image_set/lung_image_sets/lung_n,lungn3629.jpeg,1,n
91,train,../data/lung_colon_image_set/lung_image_sets/lung_aca/lungaca3253.jpeg,../data/lung_colon_image_set/lung_image_sets/lung_aca,lungaca3253.jpeg,0,aca
92,train,../data/lung_colon_image_set/lung_image_sets/lung_aca/lungaca843.jpeg,../data/lung_colon_image_set/lung_image_sets/lung_aca,lungaca843.jpeg,0,aca
93,train,../data/lung_colon_image_set/lung_image_sets/lung_scc/lungscc3798.jpeg,../data/lung_colon_image_set/lung_image_sets/lung_scc,lungscc3798.jpeg,2,scc
94,train,../data/lung_colon_image_set/lung_image_sets/lung_scc/lungscc3186.jpeg,../data/lung_colon_image_set/lung_image_sets/lung_scc,lungscc3186.jpeg,2,scc
95,train,../data/lung_colon_image_set/lung_image_sets/lung_n/lungn4718.jpeg,../data/lung_colon_image_set/lung_image_sets/lung_n,lungn4718.jpeg,1,n
96,train,../data/lung_colon_image_set/lung_image_sets/lung_n/lungn4471.jpeg,../data/lung_colon_image_set/lung_image_sets/lung_n,lungn4471.jpeg,1,n
97,train,../data/lung_colon_image_set/lung_image_sets/lung_aca/lungaca2900.jpeg,../data/lung_colon_image_set/lung_image_sets/lung_aca,lungaca2900.jpeg,0,aca
98,train,../data/lung_colon_image_set/lung_image_sets/lung_scc/lungscc809.jpeg,../data/lung_colon_image_set/lung_image_sets/lung_scc,lungscc809.jpeg,2,scc
99,train,../data/lung_colon_image_set/lung_image_sets/lung_aca/lungaca24.jpeg,../data/lung_colon_image_set/lung_image_sets/lung_aca,lungaca24.jpeg,0,aca
100,train,../data/lung_colon_image_set/lung_image_sets/lung_n/lungn3822.jpeg,../data/lung_colon_image_set/lung_image_sets/lung_n,lungn3822.jpeg,1,n
101,train,../data/lung_colon_image_set/lung_image_sets/lung_n/lungn1367.jpeg,../data/lung_colon_image_set/lung_image_sets/lung_n,lungn1367.jpeg,1,n
102,train,../data/lung_colon_image_set/lung_image_sets/lung_aca/lungaca2477.jpeg,../data/lung_colon_image_set/lung_image_sets/lung_aca,lungaca2477.jpeg,0,aca
103,train,../data/lung_colon_image_set/lung_image_sets/lung_scc/lungscc1887.jpeg,../data/lung_colon_image_set/lung_image_sets/lung_scc,lungscc1887.jpeg,2,scc
104,train,../data/lung_colon_image_set/lung_image_sets/lung_n/lungn3156.jpeg,../data/lung_colon_image_set/lung_image_sets/lung_n,lungn3156.jpeg,1,n
105,train,../data/lung_colon_image_set/lung_image_sets/lung_aca/lungaca2840.jpeg,../data/lung_colon_image_set/lung_image_sets/lung_aca,lungaca2840.jpeg,0,aca
106,train,../data/lung_colon_image_set/lung_image_sets/lung_n/lungn2669.jpeg,../data/lung_colon_image_set/lung_image_sets/lung_n,lungn2669.jpeg,1,n
107,train,../data/lung_colon_image_set/lung_image_sets/lung_n/lungn547.jpeg,../data/lung_colon_image_set/lung_image_sets/lung_n,lungn547.jpeg,1,n
108,train,../data/lung_colon_image_set/lung_image_sets/lung_scc/lungscc1202.jpeg,../data/lung_colon_image_set/lung_image_sets/lung_scc,lungscc1202.jpeg,2,scc
109,train,../data/lung_colon_image_set/lung_image_sets/lung_n/lungn3323.jpeg,../data/lung_colon_image_set/lung_image_sets/lung_n,lungn3323.jpeg,1,n
110,train,../data/lung_colon_image_set/lung_image_sets/lung_scc/lungscc3394.jpeg,../data/lung_colon_image_set/lung_image_sets/lung_scc,lungscc3394.jpeg,2,scc
111,train,../data/lung_colon_image_set/lung_image_sets/lung_scc/lungscc3162.jpeg,../data/lung_colon_image_set/lung_image_sets/lung_scc,lungscc3162.jpeg,2,scc
112,train,../data/lung_colon_image_set/lung_image_sets/lung_scc/lungscc3686.jpeg,../data/lung_colon_image_set/lung_image_sets/lung_scc,lungscc3686.jpeg,2,scc
113,train,../data/lung_colon_image_set/lung_image_sets/lung_n/lungn4027.jpeg,../data/lung_colon_image_set/lung_image_sets/lung_n,lungn4027.jpeg,1,n
114,train,../data/lung_colon_image_set/lung_image_sets/lung_n/lungn970.jpeg,../data/lung_colon_image_set/lung_image_sets/lung_n,lungn970.jpeg,1,n
115,train,../data/lung_colon_image_set/lung_image_sets/lung_n/lungn1914.jpeg,../data/lung_colon_image_set/lung_image_sets/lung_n,lungn1914.jpeg,1,n
116,train,../data/lung_colon_image_set/lung_image_sets/lung_n/lungn2001.jpeg,../data/lung_colon_image_set/lung_image_sets/lung_n,lungn2001.jpeg,1,n
117,train,../data/lung_colon_image_set/lung_image_sets/lung_aca/lungaca3681.jpeg,../data/lung_colon_image_set/lung_image_sets/lung_aca,lungaca3681.jpeg,0,aca
118,train,../data/lung_colon_image_set/lung_image_sets/lung_n/lungn302.jpeg,../data/lung_colon_image_set/lung_image_sets/lung_n,lungn302.jpeg,1,n
119,train,../data/lung_colon_image_set/lung_image_sets/lung_scc/lungscc969.jpeg,../data/lung_colon_image_set/lung_image_sets/lung_scc,lungscc969.jpeg,2,scc
120,train,../data/lung_colon_image_set/lung_image_sets/lung_n/lungn4916.jpeg,../data/lung_colon_image_set/lung_image_sets/lung_n,lungn4916.jpeg,1,n
121,train,../data/lung_colon_image_set/lung_image_sets/lung_scc/lungscc1135.jpeg,../data/lung_colon_image_set/lung_image_sets/lung_scc,lungscc1135.jpeg,2,scc
122,train,../data/lung_colon_image_set/lung_image_sets/lung_scc/lungscc2804.jpeg,../data/lung_colon_image_set/lung_image_sets/lung_scc,lungscc2804.jpeg,2,scc
123,train,../data/lung_colon_image_set/lung_image_sets/lung_scc/lungscc3212.jpeg,../data/lung_colon_image_set/lung_image_sets/lung_scc,lungscc3212.jpeg,2,scc
124,train,../data/lung_colon_image_set/lung_image_sets/lung_n/lungn3081.jpeg,../data/lung_colon_image_set/lung_image_sets/lung_n,lungn3081.jpeg,1,n
125,train,../data/lung_colon_image_set/lung_image_sets/lung_scc/lungscc1114.jpeg,../data/lung_colon_image_set/lung_image_sets/lung_scc,lungscc1114.jpeg,2,scc
126,train,../data/lung_colon_image_set/lung_image_sets/lung_aca/lungaca3579.jpeg,../data/lung_colon_image_set/lung_image_sets/lung_aca,lungaca3579.jpeg,0,aca
127,train,../data/lung_colon_image_set/lung_image_sets/lung_scc/lungscc140.jpeg,../data/lung_colon_image_set/lung_image_sets/lung_scc,lungscc140.jpeg,2,scc
128,train,../data/lung_colon_image_set/lung_image_sets/lung_scc/lungscc1912.jpeg,../data/lung_colon_image_set/lung_image_sets/lung_scc,lungscc1912.jpeg,2,scc
129,train,../data/lung_colon_image_set/lung_image_sets/lung_aca/lungaca1151.jpeg,../data/lung_colon_image_set/lung_image_sets/lung_aca,lungaca1151.jpeg,0,aca
130,train,../data/lung_colon_image_set/lung_image_sets/lung_n/lungn2315.jpeg,../data/lung_colon_image_set/lung_image_sets/lung_n,lungn2315.jpeg,1,n
131,train,../data/lung_colon_image_set/lung_image_sets/lung_n/lungn677.jpeg,../data/lung_colon_image_set/lung_image_sets/lung_n,lungn677.jpeg,1,n
132,train,../data/lung_colon_image_set/lung_image_sets/lung_n/lungn3387.jpeg,../data/lung_colon_image_set/lung_image_sets/lung_n,lungn3387.jpeg,1,n
133,train,../data/lung_colon_image_set/lung_image_sets/lung_aca/lungaca3318.jpeg,../data/lung_colon_image_set/lung_image_sets/lung_aca,lungaca3318.jpeg,0,aca
134,train,../data/lung_colon_image_set/lung_image_sets/lung_n/lungn2041.jpeg,../data/lung_colon_image_set/lung_image_sets/lung_n,lungn2041.jpeg,1,n
135,train,../data/lung_colon_image_set/lung_image_sets/lung_aca/lungaca2959.jpeg,../data/lung_colon_image_set/lung_image_sets/lung_aca,lungaca2959.jpeg,0,aca
136,train,../data/lung_colon_image_set/lung_image_sets/lung_scc/lungscc2592.jpeg,../data/lung_colon_image_set/lung_image_sets/lung_scc,lungscc2592.jpeg,2,scc
137,train,../data/lung_colon_image_set/lung_image_sets/lung_n/lungn129.jpeg,../data/lung_colon_image_set/lung_image_sets/lung_n,lungn129.jpeg,1,n
138,train,../data/lung_colon_image_set/lung_image_sets/lung_n/lungn1280.jpeg,../data/lung_colon_image_set/lung_image_sets/lung_n,lungn1280.jpeg,1,n
139,train,../data/lung_colon_image_set/lung_image_sets/lung_scc/lungscc612.jpeg,../data/lung_colon_image_set/lung_image_sets/lung_scc,lungscc612.jpeg,2,scc
140,train,../data/lung_colon_image_set/lung_image_sets/lung_aca/lungaca4325.jpeg,../data/lung_colon_image_set/lung_image_sets/lung_aca,lungaca4325.jpeg,0,aca
141,train,../data/lung_colon_image_set/lung_image_sets/lung_scc/lungscc110.jpeg,../data/lung_colon_image_set/lung_image_sets/lung_scc,lungscc110.jpeg,2,scc
142,train,../data/lung_colon_image_set/lung_image_sets/lung_scc/lungscc2309.jpeg,../data/lung_colon_image_set/lung_image_sets/lung_scc,lungscc2309.jpeg,2,scc
143,train,../data/lung_colon_image_set/lung_image_sets/lung_aca/lungaca111.jpeg,../data/lung_colon_image_set/lung_image_sets/lung_aca,lungaca111.jpeg,0,aca
144,train,../data/lung_colon_image_set/lung_image_sets/lung_scc/lungscc1026.jpeg,../data/lung_colon_image_set/lung_image_sets/lung_scc,lungscc1026.jpeg,2,scc
145,train,../data/lung_colon_image_set/lung_image_sets/lung_n/lungn3716.jpeg,../data/lung_colon_image_set/lung_image_sets/lung_n,lungn3716.jpeg,1,n
146,train,../data/lung_colon_image_set/lung_image_sets/lung_aca/lungaca3012.jpeg,../data/lung_colon_image_set/lung_image_sets/lung_aca,lungaca3012.jpeg,0,aca
147,train,../data/lung_colon_image_set/lung_image_sets/lung_n/lungn4737.jpeg,../data/lung_colon_image_set/lung_image_sets/lung_n,lungn4737.jpeg,1,n
148,train,../data/lung_colon_image_set/lung_image_sets/lung_n/lungn1762.jpeg,../data/lung_colon_image_set/lung_image_sets/lung_n,lungn1762.jpeg,1,n
149,train,../data/lung_colon_image_set/lung_image_sets/lung_n/lungn2515.jpeg,../data/lung_colon_image_set/lung_image_sets/lung_n,lungn2515.jpeg,1,n
150,train,../data/lung_colon_image_set/lung_image_sets/lung_n/lungn277.jpeg,../data/lung_colon_image_set/lung_image_sets/lung_n,lungn277.jpeg,1,n
151,train,../data/lung_colon_image_set/lung_image_sets/lung_scc/lungscc4961.jpeg,../data/lung_colon_image_set/lung_image_sets/lung_scc,lungscc4961.jpeg,2,scc
152,train,../data/lung_colon_image_set/lung_image_sets/lung_scc/lungscc1231.jpeg,../data/lung_colon_image_set/lung_image_sets/lung_scc,lungscc1231.jpeg,2,scc
153,train,../data/lung_colon_image_set/lung_image_sets/lung_aca/lungaca2623.jpeg,../data/lung_colon_image_set/lung_image_sets/lung_aca,lungaca2623.jpeg,0,aca
154,train,../data/lung_colon_image_set/lung_image_sets/lung_n/lungn2850.jpeg,../data/lung_colon_image_set/lung_image_sets/lung_n,lungn2850.jpeg,1,n
155,train,../data/lung_colon_image_set/lung_image_sets/lung_n/lungn323.jpeg,../data/lung_colon_image_set/lung_image_sets/lung_n,lungn323.jpeg,1,n
156,train,../data/lung_colon_image_set/lung_image_sets/lung_scc/lungscc246.jpeg,../data/lung_colon_image_set/lung_image_sets/lung_scc,lungscc246.jpeg,2,scc
157,train,../data/lung_colon_image_set/lung_image_sets/lung_aca/lungaca1390.jpeg,../data/lung_colon_image_set/lung_image_sets/lung_aca,lungaca1390.jpeg,0,aca
158,train,../data/lung_colon_image_set/lung_image_sets/lung_aca/lungaca3748.jpeg,../data/lung_colon_image_set/lung_image_sets/lung_aca,lungaca3748.jpeg,0,aca
159,train,../data/lung_colon_image_set/lung_image_sets/lung_n/lungn1438.jpeg,../data/lung_colon_image_set/lung_image_sets/lung_n,lungn1438.jpeg,1,n
160,train,../data/lung_colon_image_set/lung_image_sets/lung_aca/lungaca3658.jpeg,../data/lung_colon_image_set/lung_image_sets/lung_aca,lungaca3658.jpeg,0,aca
161,train,../data/lung_colon_image_set/lung_image_sets/lung_n/lungn3756.jpeg,../data/lung_colon_image_set/lung_image_sets/lung_n,lungn3756.jpeg,1,n
162,train,../data/lung_colon_image_set/lung_image_sets/lung_scc/lungscc2750.jpeg,../data/lung_colon_image_set/lung_image_sets/lung_scc,lungscc2750.jpeg,2,scc
163,train,../data/lung_colon_image_set/lung_image_sets/lung_scc/lungscc1562.jpeg,../data/lung_colon_image_set/lung_image_sets/lung_scc,lungscc1562.jpeg,2,scc
